content,factor_label,score
siipp tapi kenapa saldo tidak bisa di gunakan dari opo untuk pulsa itu bisa jadi modal usaha untuk jual pulsa sabil bayar cicilanya tolong di permuda untuk gunakan saldo paylaternya,CA,4
dear pada bulan maret dan april saya sama sekali tidak menggunakan transaksi dengan karena saya entah kenapa dibekukan mulai maret saldo masih utuh padahal riwayat saya tidak pernah buruk dalam hal pembayaran tapi hari ini kenapa saya kena tagihan sebesar rp 1 bukan msalah nominal hanya sekecil itu tapi saya tidak pernah sama sekali saya pakai mau pakai darimana kalau akun dibekukan kok lama jadi tidak enak pakai merasa merugikan pelanggan,AC,1
aku pengguna lama coba ada pitur mungkin enak juga karena kadang aku perlu ngedadak dan harus isi saldi dahulu kalau kurang kalau ada payleter knnenak kayak simpel,CA,2
saya pelanggan setia baru saja kemarin menggunakan padahal sudah pembayaran minimum dan diperbarui aplikaso tetapi tidak bisa digunakan untuk transaksi,CA,3
setelah sekian lama pakai ternyata tidak dapat benefit lebih pun tidak dapat jadi bye aplikasi sebelah baru 1 bulan sudah kasih limit 3 5,AC,2
sorry saya kasih bintang 1 banyak banget kekurangan di kalian dengar ya 1 sistem memilih orang yang bisa aktifin fitur saya sudah coba tidak bisa biarpun saldo di banyak percuma ja tidak bisa di gunakan buat belanja di alfamart dan indomart jadi buat apa ada saldo di cuma bisa di pakai di grab,CA,1
kenapa sih pembayar melalui alfamart di ilangin jadi akan rumit mau bayar atau topup saya punya uang tunai bagaimana mau top up kalau harus melalui atm bank harus beralih ke yang laini begini cara mah hadeh,CA,3
oke sih ada fitur terus ada kerja sama dengan tokopedia pas saya coba buat bayar tagihan pakai dibatalkan sepihak njiir paylaternya tidak rekomendasi sudah begitu prosesnya rumit by lu di pakai karena 1 banyak promo grabfood transfer antar bank rupiah 3 ada fitur kenyataanya 1 toko sebelah juga banyak promo transfer antar bank sekarang bayar 3 fitur lebih rekomendasi dibanding ovo,CA,1
ini kenapa ya saya tadi belanja menggunakan saya beli 1 barang tapi double counting di saldo padahal di notifikasinya hanya 1x bayar saya telepon call center sibuk terus,CA,1
sudah nyaman dengan akun di tokopedia saya sudah di level premier juga eh tiba di tangguhkan dengan alasan yang tidak masuk akal bayar terlambat juga tidak pernah aneh alasannya itu loh tidak masuk akal sementara aku teman saudara dan lain lain baik saja masih ada paylaternya,CA,1
sangat bermanfaat untuk transaksi apapun tapi sayang belum bisa merasakan semoga di diperbarui ini bisa merasakan melalui tokopedia,CA,4
bagus hanya saja untuk tidak bisa di gunakan untuk membeli pulsa percuma limit banyak tidak bisa terpakai,CLA,5
sudah tidak bisa di andalkan sudah tidak bisa pakai buat beli pulsa dan terparah saya cuma bisa pakai 1 toko daring yang ada ovopaynya otomatis hapus instalan kalau begini terus,CA,1
keren pokoknya nih aplikasi sulit ke banned dan aman buat transaksi tidak kayak payment sebelah yang gampang kebanned saran saja nih untuk lebih ditingkatkan,CA,5
kenapa saya yang di akun tokopedia harus verifikasi ke nomor handphone yang lama dan yang sudah tidak terpakai lagi padahal bulan sebelumnya tidak ada masalah,AA,1
disaat pandemik begini justru non tunai diperlukan ini bahkan berkurang kinerja limit sedikit bahkan di blokir tanpa ada pemberitahuan yang tidak membantu sama sekali,AC,1
limit diturunkan padahal tidak pernah terlambat bayar alasan perbaikan akun dan lain lain tidak reward bagi yang sudah lama gunakan kecewa rencana beralih ke dompet warna biru saja warna donat ungu imk mulai tidak asyik,CA,1
kepada maaf saya sudah lelah mengadu ini saya pengguna sudah tahun lebih dan selama itu juga ada di handphone aku tapi tidak pernah merasakan layanan tapi di sebelah saya bisa menikmati dan bisa di pergunakan saat keadaan darurat,AA,4
aplikasi nya kurang memuaskan padahal pelanggan setia tapi disaya tidak ada pilihan seharusnya jika ada pilihan tersebut harus semuanya ada tapi saya tidak ada,CA,3
suami saya pengguna aktif dan tokopedia suatu ketika suami saya transaksi di tokopedia menggunakan tapi status batal sudah clear dengan pihak penjual maupun tokopedia tapi bulan berikutnya muncul tagihan suami saya komplain dan disuruh bayar saja oleh pihak nanti diproses dan dikembalikan dananya lalu bulan berikut datang lagi telpon menagih tagihan suami sudah konsultasi dengan pelayanan pelanggan dan dijanjikan akan diproses lagi pengrmbalian dana sudah email kirim bukti tapi ini telepon saya diancam,AA,1
cara mendapatkan bagaimana sih akun dari semenjak saya pakai desember 17 sudah saya guna in dan premier tetapi anehnya kenapa gbisa guna in hampr tiap waktu kalau trf atau semacamnya selalu guna in tetapi kok dibedain begini ya mana sekarang trf ke bank kena chrge 3rb sudah tidak gratis lagi,CA,1
aplikasi nya bagus cuman sedikit kecewa karena merchant yang biasanya menerima pembayaran melalui sekarang tidak bisa,CA,3
semenjak kolorna sudah tidak dapat lagi tahu akun sudah tidak premium lagi mau upgrade lagi gagal terus uninstall beres,AA,1
parahh saya ganti bintang 1 tiba dihilangin awalnya bisa melakukan transfer tiba tidak bisa upgrade ulang tidak bisa juga hapus ajalah ganti dana saja,AC,1
makin lama ini kok banyak erornya ya pusat bantuan coblagi nanti begitu ajja 1 lagi nih saya tidak pinjam tidak ada tagihan tapi di blokir sementara harus bayar tagihan dahulu katanya untuk keamanan ini alasan tidak masuk akal cari pegawai yang sdm tinggi nomor biar sesuai sayang disini tidak bisa unggah video kalau bisa pasti tidak posting videonya terima kasih jangan lupa sdm cari tinggi ya,AA,1
saya yang terdapat di dalam sendiri tidak bisa di gunakan pada saat transaksi di merchant tidak ada pilihan padahal bulan lalu lancar jaya kalau yang ada di tokopedia sih selama ini tidak ada masalah mohon di perbaikan atau di beri kejelasan jika masih bisa atau tidak saya memakai tersebut terima kasih,CA,4
tidak enak pakai kayak di hokben masa tidak dapat casbak sudah begitu di histori tidak muncul dan tidak dapat poin payah banget kasih utang kayak tidak niat karena di pakai juga tidak bisa dapat cashback 3 kecewa mungkin cukup sampai akhir bulan agustus saja saya menggunakan karena tidak membantu sama sekali,CA,1
payah ini sekarang belanja ditokopedia pakai kupon cashback tapi tidak dapat casbacknya belanja dari 15 juta harusnya ada cashback 3rb kenapa saya tidak dapat ya padahal sudah klik kupon cashbak makin parah saja sudah di blokir hari ini saya beli handphone juga ada promo 144rb kenapa tidak dapat cashback juga hapus saja ini kalau sudah tidak ada mamfaatnya,CA,1
pertama sih oke senang malahan dapat fasilitas juga tapi tiba saya dibekukan padahal saya tidak pernah terlambat bayar terus member saya diturunkan jadi club tiba tiba bulan september oktober saya dapat email disuruh lunasin tagihan jumlahnya 347an rupiah bukan soal jumlahnya tapi kok kesannya saya itu nunggak kredit akan tidak jelas banget kalau sampai nama saya di blacklist bi karena tagihan tidak jelas siapa yang tanggung jawab sudah menghubungi pelayanan pelanggan melalui email tidak ada jawaban yang jelas juga benar tidak mengerti saya sama ovo,AC,1
untuk kreditnya bisa di tambah apa tidak soalnya kalau kredit cuma 1juta tidak bisa untuk beli apa terlalu sedikit saya minta 5juta ya terima kasih,CA,4
apakah aplikasi ini sama dengan metode pembayaran tokopedia kalau iya setiap saya mau aktifasi melalui aplikasi tokopedia selalu force close sendiri padahal aplikasi tokopedia sudah versi terbaru,CA,2
padahal saya sudah lama dpat pemberitahuan tentang tapi saya buka masih tidak bisa di pakai percuma dong saya upgrade trusan tapi saya tidak bisa gunakan fitur barunya,AA,2
tanpa untuk apa tidak berguna jadinya mending pakai shoopepay upgrade priemier pun sulitnya setengah mati rumit sia tidak bermanfaat jadinya ini,CA,1
kenapa saya tidak bisa di gunakan untuk belanja daring di t ke p di sedangkan di sudah aktif dan ada limit nya,CA,3
bagus sih tetapi sekarang kalau mau topup susah kemarin lwat hypermart sama alfamart bisa sekarang enggak bisa terus kalau pakai dpat tgihannya cpet banget belum ada 1 bulan sudah dpat sms,CA,4
kok dibekukan tanpa ada kejelasan permasalahanya apa dibekukan kalau masalah corona tidak masuk akal notifikasi di yang sudah lama tidak bisa dhapus,AA,1
sudah bagus tetapi kenapa fitur tidak ada lagi padahal bagus buat orang yang kepepet butuh saldo tapi lagi kosong,CA,4
saya tunggu sejak sebulan lebih tidak juga muncul tombolnya istri saya yang baru minggu request sudah bisa langsung terdaftar,AA,3
kenapa ya tidak bisa di gunaiin untuk slrh macem transaksi ya padahal sayang banget limit ya gede tapi cuma bisa buat makan yang merchant ya krj sama juga coba kayak bisa dipakek untuk slrh transaksi bayar gojek isi plsa tagihan or transaksi lainnya,CA,3
penanganannya lamban pdhal untuk sekelas tidak mungkin bisa lamban dalam menangani komplain ke pelayanan pelanggan nomor operator banyak makan pulsa tapi penanganannya tetap saja andai ada bintang minus saya kasih minus saya pakai mulai dari muncul sampai saya dapat tapi belakangan saya menyesal sekali sudah percayakan prakerja saya pakai benar buruk ayo guys kasih dia bintang satu saya yakin banyak yang tidak suka dengan pelayanan ini,CA,1
yang lainnya berlomba buat agar menarik minat konsumen ini bahkan tidak ada sama sekali makin jadul sekarang sudah 6 bulan ini tidak terpakai aplikasi nya mendingan pakai dana dan shopeepay,CA,1
minimal di tokopedia saya sudah aktif tapi di ini kok notifnya segera hadir melulu dari dahulu saya uninstall juga sama solusinya bagaimana,CA,4
tentang aneh saya pengguna di awal ada sampai sekarang tidak bisa ngajuin payleter tapi teman saya baru 4 bulan bisa ngajuin berhasil padahal saya beli apapun transfer pulsa listrik pakai sudah di upgrade lagi mohon bantuannya,CA,2
saya sudah premier tapi belum bisa katanya yang premier sudah bisa di tlf pelayanan pelanggannya tapi jwbnny begitu saya kecewa mndgn saja gda phpannya,CA,1
gila nih belum jatuh tempo sudah telepon kali 1 kali ke nomor yang terdaftar 1 kali lagi ke nomor saya padahal bulan kemarin saya bayar sebelum jatuh tempo sekarang juga masih hari lagi sudah nelp terus ketakutan banget tidak dibayar entar tidak saya bayar sekalian kalau saya tidak bayar lu mau telepon siapa lagi what the fuck,AC,1
kenapa paylaternya belum bisa digunakan padahal diperbarui an terbarunya ada tapi paylaternya belum bisa digunakan sampai saat ini apakah masih dalam pembaharuan lagi kah,AP,3
kapan ini ovopaylater bisa di gunakan lagi masa gara corona jadi sih blokir mengecewakan payah saya kasih 1 bintang sampai bisa di gunakan kembali,AP,1
masa saya mengajukan dalam hitungan detik tahu di tolak begitu saja ya kenapa bisa di tolak semua nya bagus padahal hapus saja leater tidak ada guna tidak bisa dipakai kebanyakan orang,AC,5
sebenarnya saya suka ini tapi sayang harus saya tinggalkan karena pengajuan saya di tolak tanpa alasan yang jelas nomor rekomendasi,AA,1
kalau ada trouble respons sangat lambat dan payah email pun yang jawab otomatis robot telpon ke pelayanan pelanggan cuma ngabisin pulsa saja hasil lambat pelayanan pelanggan nya seperti lulusan sudah itu cuma pemberi harapan palsu biar kata lu pengguna sudah setahun juga contol,AA,1
kecewa sudah upgrade premier bertahun kenapa jadi down grade ke club sudah begitu transfer kena biaya top up juga kena biaya di tiadakan selama covid justru lagi covid begini di perlukan,AA,1
sangat memuaskan alhamdulillah sudah 3 tahun guna in tapi belum muncul nya,AP,3
sudah mengecewakan saya di blokir padahal pembayaran tidak pernah ada masalah atau terlambat,AC,1
payah dan pilih kasih teman yang lain ada layanan tapi akun saya tidak ada paylaternya padahal sudah premier,AA,1
terus saja minta di ufdate tingkatkn tuh fitur bukan 3minggu sx ingin di ufdate kasih fitur lama saya buang juga ini e wallet,AA,1
kapan ada masa di mall sudah ada baner tapi di belum tersedia haduehh,CA,1
kenapa saya tidak ada menu ya padahal sudah upgrate ke premire saya kasih bintang dahulu kalau sudh ada jawaban yang memurit saya membantu baru saya kasih 5 bintang,CA,2
4aj dahulu yang aku berikan apl memang sangat membantu untuk pembayaran apapun dan bertransaksi sangat feksibel tapi kenapa akun saya tidak muncul padahal saya sering sekali bertransaksi menggunakan entah pembayaran pls ataupun pembayaran pln token dan toup apa saldo pengemudi coba untuk develover tim tolong muncul akan di apl saya biar sangat bisa membantu karena akun saya selalu aktif dan sudah primier terima kasih dan setelah muncul 1 bintang saya smpurnakan,CA,4
kok saya tidak bisa menggunakan ya pdhal sudah diperbarui paling baru sudah premier sedangkan teman saya bisa,AA,2
lama gjls ya saya sudah premier sekarang di suruh diperbarui lagi dan masih dalam proses terus tidak ada pengajuan padahal saya sering menggunakan aplikasi ini untuk grab kios saya,AA,1
kalau bisa dapat w kasih full bintang sudah lama bikin bahkan tidak dapat paylater,CA,5
cacad upgrade ke akun premi saja verikasi gagal terus suruh tunggu 1 menit memang dev kurang cerdas nih klah sama dev paylater,CA,1
sudah sangat membantu saya menghemat pengeluaran namun kenapa sampai sekarang saya tidak dapat memakai seperti yang lain ya di saya terus tertulis akan datang pdahal banyak disini yang bilang bisa pakai apa pilih begitu ya,CA,4
kenapa akun saya tidak ada halaman di menu finance cuma ada keterangan kami sedang menyiapkan sesuatu sudah berbulan,CA,1
yang membuat nama baik saya rusak saya tidak pernah menggunakan paylaternya tetapi di ada keterangan untuk melunasi tagihan dan setelah dibuka pun tidak ada riwayat apapun yang mengganggu ialah pihak menelpon teman saya untuk melakukan pelunasan yang dimana saya tidak pernah menggunakan sama sekali tolong dibaca ini ya pihak ovo,AC,1
saat bayar parkir ada pilihan pas diklik tidak bisa kenapa minimal,CA,1
top up ada admin transfer ada admin sudah tidak bisa tambah lama tambah payah deh,AA,1
kok tidak bisa buat beli pulsa juga tidak bisa aktiv,CA,1
aplikasi payah masa iya saya pengguna lama tidak bisa pakai tidak kayak aplikasi lain,AP,1
sudah bagus sih aplikasi nya tetapi mau upgrade kok ke tidak bisa habis di perbaruhi cuma tulisanya akan segera hadir,AA,4
untuk yang lainnya sih oke saja tapi untuk invest parah padahal ttd virtual sama ttd e ktp sudah sama tapi masih ditolak dengan alasan ketidak cocokan ketika komplain ke pelayanan pelanggan pun alasannya akun anda masih dalam proses antrian dan dalam proses pengecekan dimohon tunggu 4 jam ini sudah bulan loh saya bersabar satu lagi untuk fitur juga masih dalam proses kapan selesai prosesnya orang lain sudah menggunakan fitur nya sedangkan saya belum,AA,3
belum pernah rasakan hanya keterangan next soon padahal saya nasabah yang konsisten memakai di aplikasi tokopedia semoga pihak bisa merekomendasikan biar bisa terjalin kerja sama dengan nasabah lama,AA,1
pendo dari awal kalau saya tahu biaya mahal mending saya bayar tunai saya sudah lama menggunakan tapi baru sekarang biaya sangat mahal hanya karena biaya saya uninstall ini ini,CA,1
saya kok belum ada penawaran ya padahal sudah sering transaksi dan akun sudah tahunan,CA,4
tolong ditambahkan untuk metode pembayaran gaess selain bca dan permatabank oiya kapan ada scheme bisa trasaksi pakai bisa cicilan barang elektronik,CA,4
agak kecewa pakai pinjol,AP,3
kena limit saya di bekukan bayar tidak pernah terlambat mau di pakai lagi tidak bisa jadi mlesin sudah sudah telpon pihak taralite suruh buka di alihkan terus telpon nya,CA,1
untuk pihak kenapa di saya yang sudah dapat penawaran kok tiba hilang dikolom apa pihak ovi membatalkan hak saya mohon infonnya jika bemar demkkian ahr saya un install sekalian dari handphone saya sangat kecewa dengan ovo,AA,1
aku tambahin nich bintang 1 biar tambah jelek sekalian ratingnya sudah bayar tapi tidak bisa digunakan telepon call center jawabannya mohon maaf atas kendalanya mohon gunakan tunai terlebih dahulu ditanya apa kendalanya tidak jelas kecewa banget,CA,1
tuh parah pertama biyaya top up saldo mahal banget kalau mau mahal kasih dong ovopaylater saya memakai sudah lama sekali sampai saat ini saya belum muncul makin bobrok saja kalah dengan dana murah banget,CA,1
aplikasi saya sangat suka sekali tapi mohon perbaikan perihal pemakaian dan mohon agar lebih dipermudah dalam pemakaiannya terima kasih bagus kerja,CA,5
percuma di pasang kalau pas lagi urgent terus dipakai tidak bisa mending tidak perlu pasang,AP,1
pengguna lama padhal sering pakai tapi tidak dikasih kecewa,AP,1
fitur ke mana yang lain sudah pada dikembalikan ini masih saja kendala dampak covid 19 payah,AP,1
masih bingung cara menggunakan harus bagaimana penggunaanya kenapa di saya tidak bisa di gunakan kalau ada fitur baru itu harus langsung bisa di pakai,AA,4
kapan nya aktif sdah lebih dari bulan cuma promo saja,CA,3
maaf saya rate 1 mau sampai kapan saya di blokir pembayaran tidak pernah terlambat ojk di cek box bagus apa tidak kalah sama tetangga a dan ke bikin malu saja tokopedia,CA,1
walaupun akun saya sudah lama jadi premier masa ngajuin di tolak otomatis hapus instalan saja deh,AA,1
menyesal gantungin harapan ke mending ke gojek lebih cekatan dari pelayanan pelanggan sistemnya tidak seperti tledor upgrade 4 jam ini sudah 5 hari belum bisa tahu notif gagal karena ktp terpotong dear develover jika tidak bisa mengatur sistem dengan baik tolong iklanya jangan mulu ini itu tidak rumit kasian castumer yang kesulitan yang sudah terlanjur pakai ini,AA,1
sangat rekomendasi tapi sayang belum ada penawaran untuk ya,CA,5
kenapa paylaternya dihp saya tidak bisa padahal lagi banyak promo maksudnya bagaimana ya,CA,2
kenapa tidak di adakan untuk paylaternya lumayan banyak pengguna kalau di bikin paylater,AP,1
efek covid 19 kykna ovopaylater dan tokopedia di bekukan padahal pembayaran tidak pernah terlambat bayar dan kadang malah saya langsung lunasi lebih awal entah pihak ketakutan pelanggan tidak bisa bayar atau bagaimana saya penggunaan lama dari pertama ada dibuat kecewa dengan pelayanan saat ini menghubungi pelayanan pelanggan juga sama saja tidak bisa memberikan jawaban yang memuaskan mendingan pindah ke sebelah saja deh,CA,1
maaf bibtang aaya turunin karena ada pembekuan akun saya tanpa alasan yang jelas di acc juga belum sudah di blokir dan tertera alasan pemblokiran bahwa saya harus melunasi tagihan dahulu baru bisa aktif lagi dan di sini saya belum pernahenggunakan vmfitur untuk bertransaksi jadi data tagihan yang harua saya kunasi dapat dari mana,AA,1
kenapa tidak tersedia setelah upgrade padahal sudah member premier dan sering transaksi pakai ovo,CA,2
aplikasi taik sudah makek aplikasi ini bertahun tahun tapi fitu nya masih akan segera hadir sedang akan teman baru pakai 3 bulan bahkan nongol maaf saya uninstall,AA,1
bangsat gamuncul muncul segera hadir terus,AA,1
sering transaksi disini tapi diperbarui tidak selesai habis masa prakerja juga tidak bakalan guw unduh lagi,CA,1
sayang belum merata masih pilih,CA,2
4 dahulu deh karena fitur sudah tidak ada,AP,4
saya pengguna baru dan saya upgrade ke priemer di email saya mendapatkan balasan bahwa upgrade telah di setujui lalu kenapa saya tidak melihat ada limit di saya mohon bantuan saya kecewa dengan benar kecewa dan akan saya unnistall,AA,1
aplikasi ya sangat membantu vie untuk ya tidak mau terbuka dan di minta dowload dan saya sudah dowload v ttap ja tidak bisa,AA,3
untuk pengguna lama masih belum di sedia untuk kalah sama sebelah,AA,3
kapan bisa menjangkau area palembang saya sebagai pengguna lama tidak dapat merasakan ovopaylater karena area palembang belum masuk jangkauan dan saya berharap bisa menggunakan ovopaylater juga,CA,3
bagus tapi ada beberapa kendala yang mungkin bisa jadi masukan pertama kadang error buat tarik tunai kedua point hilangkan jadikan satu kalau tidak bisa seandainya bayar pakai tunai tidak bisa ambil sisanya dari point ketiga sediakan live chat saya sering email pelayanan pelanggan tapi sepertinya saya email ke robot keempat saya pengguna sudah tahun kenapa tidak bisa pakai kelima masuk ke kebutuhan pokok utama paling oenting seperti spbu bayar pakai seluruh indonesia sudah ituaj,AA,4
kenapa di grab ada tetapi di tidak ada bagaimana supaya munculin ivo di aplikasi ovo,AA,2
saya ditolak kenapa kasih penjelasan dong ya biar saya tahu main nolak saja tanpa memberikan alesan besok bagaimana saya yakin mau ngajuin lagi tidak ditolak kalau alesannya saja tidak dikasih tahu,AA,1
pada saat memasukkan kode verifikasi tidak bisa,AA,5
limit sudah ada tapi belum bisa dpakai itu kenapa padahal sudah pembaruan,CLA,5
bangkrut nih kayaknya saya bayar lunas saya langsung di blokir semoga bangkrut sudah selamanya amiinn,AC,1
tolong di perbarui biar ada seperti aplikasi yang lain,CA,4
saya ngajuin ke tidak ada jawaban lama amat acc kalau tidak mau acc jangan memberikan harapan tolol,AA,1
kenapa saya tidak dapat tidak kayak teman saya sudah pada dapat padahal mereka terhitung baru unduh,AA,3
saya sudah premium tapi kenapa saya tidak bisa pakai mohon penjelasannya terima kasih,AP,4
saya kenapa tidak bisa ya masih dalam proses terus sudah berbulan bulan,AP,4
saya kasih bintang empat saja cukup puas hanya saja sekarang tf ke bank berbayar dan saya sudah sangat menunggu dan kenapa sekarang saat sudah ada saya tidak bisa daftar karena tidak ada tampilan paylaternya,CA,4
kenapa merchant yang terima pembayaran sekarang pada tidak terima lagi transfer ke bank juga jadi susah gagal terus one time password susah didapat banyak yang kasih rating jelek ternyata memang pelayanan buruk saya putuskan uninstall saja salam,CA,1
kasih bintang dahulu karena saya tidak bisa kebuka padahal bisa bantu para pengemudi grab,CA,2
kenapa kebanyakan promo hanya untuk pengguna baru dan untuk dapat point pun sshnya minta ampun lama ngumpulin poinnya dari transaksi rp 1 hanya dapat 1 point sja dan yang baru pakai sekarang tidak dapat kenapa ya padahal akun saya sudah premier dan sengaja ke booth walaupun lumayan jauh terima kasih,CA,1
tertulis diperbarui terbaru tanggal juli 19 balance mau kini hadir di menu utama manaa sudah saya diperbarui tetap ajah masih bertulisan akan segera hadir masa saya cuma bisa digunakan di tokopedia ajah pernah emai dan telepon ke pelayanan pelanggan diminta tunggu saja diperbarui terbarunya nah sudah diperbarui kemarin masih ajah belum bisa juga lalu diperbarui kemarin buat apa,CA,1
kecewa sekali saya sudah bayar lunas namun status masih terblokir dengan alasan keamanan,AC,1
parah menunggu berbulan tidak aktif lihat punya orang sudah aktif ini gg bisa bantu sama sekali padahal transaksi terus pakai ovo,CA,1
kok saya belum bisa ya hmm ulasan yang atas ulasan yang lama kali ini aku puas banget karena respons pihak yang cepat dan membantu customer nya buat perubahan data yang efisien banget terima kasih ovo,AA,5
akun sudah premier cuma yang belum bintang 3 dahulu nanti kasih 5 kalau sudah bisa nya,AA,3
kenapa saya tidak bisa menggunakan untuk bertransaksi di merchant rekanan ya padahal diposter tertulis bisa menggunakan apakah terjadi masalah di fitur bagian finance paylater,CA,2
ngasal nih main bekukan saja telah dibekukan karena keterlambatan pembayaran hello saya gunakan juga tidak bisa ovopaylater dan bukti screenshot email dari paylaters ada tagihan tapi di dibekukan jangan yang aneh bung,AC,1
mantap kalau tidak ada uang tunai bisa pakai untuk beli mkn dan belanja yang ada ovox dan pointx bisa di pakai juga,CA,5
sudah diperbarui x masih belum keluar juga tulisannya selalu segera hadir mlulu maunya apa padahal sudah ber bulan make ovo,AA,2
sudah bayar 6ribu kurang 4ribuan sekarang tiba diblokir kembali tidak jelas ini uninstall saja,AC,1
halo apakah sudah tidak ada kok di saya tidak ada ya sebelum ada tapi stlah di upgrade tidak ada by the way saya sudah premier,AP,4
pengajuan di tolak kenapa bisa begitu dan beli pulsa pakai ovopoint tidak bisa jadi tidak ada gunanya dong ovopoint saya,CA,1
ini sudah ke x ya saya dapat tangihan yang ng saya pakai karena tidak ada saya tidak akan bayar itu tolong banget di hapus saja data saya ng akan pakai lagi,CA,1
kapan yaah ada tunggu lama banget nih kayaknya seru jajan tapi bayar di tanggal muda wkwkwkkw,CA,5
kenapa saya masih belum bisa mendapatkan padahal akun saya sudah diatas 1 tahun berikan alasan yang jelas,AA,3
di ada akan segera hadir ditunggu bukan hadir bahkan menghilang setelah pembaharuan,AA,4
sudah menggunakan lebih dari setahun dan akun sudah premier tapi belum juga mendapatkan layanan paylater,AA,2
disaya kok hilang padahal saya sudah lama tunggu supaya bisa di gunakan sekarang setelah di diperbarui bahkan hilang bagaimana sih,AA,3
mengecewakan saya bahkan diblokir padahal saya selalu bayar lunas minta penjelasan cuman mohon tunggu mohon tunggu,AC,1
pengajuan saya belum ada kabarnya padahal sudah mau setahun loh saya menggunakan payah ini pemberi harapan palsu,AA,1
halo saya mau bertanya penting tolong di jawab kapan bisa aktif dan muncul kembali apa sudah bner tidak aktif apa sudah hilang,AA,3
aplikasi membantu saya terima kasih bagaimana cara untuk mendapatakan limit paylater,CA,5
hati sama tokopedia karena beri pinjaman atau limit jt tapi bunga x,CA,1
bagaimana cara penggunaan saya sudah memenuhi ketentuan semuanya tetapi saya tidak bisa membuka atau mengakses paylater,AA,2
kok bahkan tidak bisa di pakai beli pulsa atau token pln lewat nya,AA,5
nya tidak bisa di aktifkn tidak jls juga aplikasi nya,AA,3
sudah minggu ngajuin tidak ada konfirmasi bagaimana sih kalau tidak bisa ya bilang saja jangan phpin dengan layanan kayak begitu keterangannya 1x4 jam ini sudah lebih woy,AA,1
fasilitas diaplikasi tiba hilang padahal sebelumnya masih ada mengapa,AP,1
belum bisa pakai jadi belum bisa komen lain kalau sih bagus,AA,4
ikutan membekukan akun cust di saat susah begini harusnya di saat susah ikut membantu bukan bahkan menghindar karena takut tidak trbayar,CA,1
member dari awal ada transaksi rutin tidak pernah tuh mencoba atau dapat benefit pengen untung sepihak,CA,1
payah sudah jadi pengguna setia sudah lama tapi belum dapat fasilitas maaf saya turuni bintangnya semakin tidak jelas,AA,1
saya sudah lama pakai kenapa ajuan saya belum di acc ya tolong dibantu dong untuk sementara saya kasih bintang dulu kalau di acc baru saya tambahin lagi,AA,2
saya pakai sudah hampir 1 tahun saldo dan top up juga selalu banyak kenapa tidak bisa paylater,CA,2
yach tidak berfungsi sudah email ke tidak ada tanggapan paya buat apa ada menu pada tapi tidak berfungsi cabut saja,AA,1
berkali di diperbarui akan segera hadir segera hadir segera hadirr tidak jelass,AA,1
uninstall tidak di acc padahal sudah lama pakai ini maaf ya mvo,AA,1
belum pernah ada tunggakan diblokir anehh tidak jelas banget ovopaylater,AA,1
full kalau sudah tersedia masa mau coming soon terus sebelah saja sudah siap,AA,4
bisa di jelaskan kenapa saya belum bisa menikmati fitur sangat membantu dalam pembayaran,CA,2
kenpa pengajuan saya semua di tolak tokopedia kudo semua di tolak kecewa banget sama padahal trngsaksi saya perbualn melebihi 1 jt,CA,1
saya sangat kecewa pada penggunaan yang saya gunakan barusan di matahari bagaimana ini masa tidak bisa dipakai paylaternya,CA,3
tidak berfungsii sampai uninstall install lagi tetap ajaa,AP,1
saya pakai di matahari ada kendala sehingga saya harus membayar double dan saya sudah menghubungi pelayanan pelanggan tapi tidak ada tindak lanjut,CA,1
cuma pemberi harapan palsu mau memberikan kredit untuk card padahal ada lma pakai untuk transaksi daring mending dan langsung di acc tanpa rumit,AA,2
minta tolong dong konfirmasi saya kok tidak bisa diaktifin padahal saya sudah ke gray boot kemarin tapi katanya sudah tidak bisa dibantu di boot itu bagaimana ya buat aktifasiin leter saya,AA,3
kenapa tidak bisa di gunakan mulu padahal sudah saya upgrade ke primere,AP,1
gede tidak bisa digunakan tlg ditutup saja,AP,1
sudah di diperbarui tapi masih segera hadir saja ini bagaimana sih pihak niat memberikan fitur nya tidak,AA,1
sangat membantu dalam pembayaran apa pun meski belum semua bisa pakai bagaimana ini naikin limite nya,CLA,5
ini aplikasih tidak bisa di warung upnormal dan dum,CA,1
kok di keterangan handphone saya kok tidak hadir sih padahal sudah saya diperbarui,AA,2
kenapa saya di bekukan padalahal nomor handphone sama dengan yang di tokopedia saya yang di tokopedia juga di bekukan kenapa,CA,3
bagus kerja ane kok tidak bisa dapat fasilitas later,AP,5
tidak ada layanan apakah audah di hapus,AC,2
kasih bintang saja dulu soalnya paylaternya tidak bisa dpk kecewa banget nih padhl sudah di kasih limit saldo 1jt banget mau dpk plihan pmbyrn dengan tidak bisa tolong dong tindak melanjutkan,AC,2
saya tidak pernah memakai sedikit pun sepeser pun tidk pernah tapi kenapa akun saya jadi di bekukan,AA,2
better sih selama pemakaian tidak ada kasus macem tapi by the way belum bisa digunakan ya,AP,4
mohon informasinya dong kenapa tidak bisa ya padahal akun saya sudah premier,AA,5
kok pitur tidak ada padahal saya sudah aktip lrbih dari 5 bulan malahan transaksi rutin,CA,1
di tidak memiliki fitur multiguna,AP,1
kmren ada pnwrn untuk tunggu informasi lebih lnjut kok sekarang malah di aplksi tidak nongol kenapa yaak,AR,3
