content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
saya suka ini karena saya bisa menjual apa yang ingin saya jual kemudian saya berharap saya bisa mendapatkan limit yang tinggi karena itu sangat membantu saya tetapi kadang itu mendapatkan kesalahan saat saya menggunakannya,5,2019-11-22 1:58:26,ecomm,"['suka', 'menjual', 'jual', 'berharap', 'limit', 'membantu', 'kadang', 'kesalahan', 'menggunakannya']",suka jual jual harap limit bantu kadang salah guna,suka menjual jual berharap limit membantu kadang kesalahan menggunakannya,2019-11-01,-1,Outlier
yang bagus dari e commerce lain di indonesia sekarang terbaik gratis ongkos kirim luar negeri semua bagus dan hebat dan jika anda shopping holic anda dapat memiliki akun lama dapat memiliki 7 5 juta,5,2021-06-24 18:52:11,ecomm,"['bagus', 'e', 'commerce', 'indonesia', 'terbaik', 'gratis', 'ongkos', 'kirim', 'negeri', 'bagus', 'hebat', 'shopping', 'holic', 'memiliki', 'akun', 'memiliki', '7', '5', 'juta']",bagus e commerce indonesia baik gratis   negeri bagus hebat shopping holic milik akun milik 7 5 juta,bagus e commerce indonesia terbaik gratis ongkos kirim negeri bagus hebat shopping holic memiliki akun memiliki 7 5 juta,2021-06-01,-1,Outlier
yang sangat bagus sebelumnya tapi baru ini itu menjadi lebih lambat bahkan saya kehilangan latar belakang permainan saya seperti candy atau tebak kata itu hanya muncul latar belakang warna mereka di layar saya tidak dapat menggunakan pembayaran saya nanti dan pembayaran karena anda mengatakan ada yang salah dengan data pribadi saya ongkos kirimnya lebih mahal dari toko daring lain seperti lazada bahkan tiktok anda membuat saya kecewa,5,2022-12-11 3:32:03,ecomm,"['bagus', 'lambat', 'kehilangan', 'latar', 'permainan', 'candy', 'tebak', 'muncul', 'latar', 'warna', 'layar', 'pembayaran', 'pembayaran', 'salah', 'data', 'pribadi', 'ongkos', 'kirimnya', 'mahal', 'toko', 'daring', 'lazada', 'tiktok', 'kecewa']",bagus lambat hilang latar main candy tebak muncul latar warna layar bayar bayar salah data pribadi   mahal toko daring lazada tiktok kecewa,bagus lambat kehilangan latar permainan candy tebak muncul latar warna layar pembayaran pembayaran salah data pribadi ongkos kirimnya mahal toko daring lazada tiktok kecewa,2022-12-01,-1,Outlier
sangat bagus untuk berbelanja tapi saya butuh lebih banyak metode pembayaran seperti ketika saya memiliki uang tunai di tetapi tidak cukup untuk membayar tagihan sepenuhnya saya dapat menambahkan metode lain perbankan untuk membayar tagihan yang tersisa,5,2020-06-10 16:16:51,ecomm,"['bagus', 'berbelanja', 'butuh', 'metode', 'pembayaran', 'memiliki', 'uang', 'tunai', 'membayar', 'tagihan', 'sepenuhnya', 'metode', 'perbankan', 'membayar', 'tagihan', 'tersisa']",bagus belanja butuh metode bayar milik uang tunai bayar tagih sepenuh metode  bayar tagih sisa,bagus berbelanja butuh metode pembayaran memiliki uang tunai membayar tagihan sepenuhnya metode perbankan membayar tagihan tersisa,2020-06-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
entah apa yang terjadi dengan ponsel saya tapi saya baru saja memperbarui untuk mengaktifkan pembayaran nanti itu berarti saya adalah versi terbaru tetapi masih tidak tahu mengapa fitur itu tidak ada di ponsel saya haruskah saya mengganti ponsel saya atau opsi apa yang harus saya lakukan tolong kirimkan saya umpan balik god bless you,4,2020-05-02 15:55:35,ecomm,"['ponsel', 'memperbarui', 'mengaktifkan', 'pembayaran', 'versi', 'terbaru', 'fitur', 'ponsel', 'haruskah', 'mengganti', 'ponsel', 'opsi', 'lakukan', 'tolong', 'kirimkan', 'umpan', 'god', 'bless', 'you']",ponsel baru aktif bayar versi baru fitur ponsel harus ganti ponsel opsi laku   umpan god bless you,ponsel memperbarui mengaktifkan pembayaran versi terbaru fitur ponsel haruskah mengganti ponsel opsi lakukan tolong kirimkan umpan god bless you,2020-05-01,-1,Outlier
apa yang terjadi dengan saya bahkan tidak bisa menggunakan layanannya selalu gagal ketika saya ingin membeli sesuatu padahal catatan saya bagus saya selalu membayar tagihan tepat waktu tapi sekarang saya tidak bisa menggunakan layanan ini lagi,1,2021-09-14 17:42:55,ecomm,"['layanannya', 'gagal', 'membeli', 'catatan', 'bagus', 'membayar', 'tagihan', 'layanan']",layan gagal beli catat bagus bayar tagih layan,layanannya gagal membeli catatan bagus membayar tagihan layanan,2021-09-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
sudah bagus tapi bisakah kalian memberikan kami pilihan saat membayar maksudnya berikan kami pilihan produk mana yang ingin kami bayar bukan akumulasi semua produk sekaligus pembayaran,5,2024-03-09 17:46:34,ecomm,"['bagus', 'pilihan', 'membayar', 'maksudnya', 'pilihan', 'produk', 'bayar', 'akumulasi', 'produk', 'pembayaran']",bagus pilih bayar maksud pilih produk bayar akumulasi produk bayar,bagus pilihan membayar maksudnya pilihan produk bayar akumulasi produk pembayaran,2024-03-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sebelumnya untuk karena sudah diberikan kesempatan mendapatkan limit kredit shoppe yang pada akhirnya dibekukan but sorry i have to say bagus bye for karena sudah tidak mendapatkan kepercayaan lagi dari semoga anda mendapatkan yang terbaik,1,2020-06-01 13:29:51,ecomm,"['kesempatan', 'limit', 'kredit', 'shoppe', 'dibekukan', 'but', 'sorry', 'i', 'have', 'to', 'say', 'bagus', 'bye', 'for', 'kepercayaan', 'semoga', 'terbaik']",sempat limit kredit  beku but sorry i have to say bagus bye for percaya  baik,kesempatan limit kredit shoppe dibekukan but sorry i have to say bagus bye for kepercayaan semoga terbaik,2020-06-01,-1,Outlier
terus mengatakan bahwa pembayaran saya tidak cukup untuk melakukan pembayaran meskipun untuk pembelian kecil dan saya sudah mengisi ulang pembayaran saya sangat menjengkelkan saya tidak bisa melakukan pembayaran dengan dan tetap diarahkan menggunakan padahal saldo saya sangat mencukupi bahkan lebih dari jumlah yang saya cek out,1,2022-01-01 12:33:35,ecomm,"['pembayaran', 'pembayaran', 'pembelian', 'mengisi', 'ulang', 'pembayaran', 'menjengkelkan', 'pembayaran', 'diarahkan', 'saldo', 'mencukupi', 'cek', 'out']",bayar bayar beli isi ulang bayar jengkel bayar arah saldo cukup cek out,pembayaran pembayaran pembelian mengisi ulang pembayaran menjengkelkan pembayaran diarahkan saldo mencukupi cek out,2022-01-01,-1,Outlier
tidak bisa menggunakan dan spinjam padahal saya tidak punya tagihan yang harus dibayar sudah menyelesaikan begitu banyak transaksi tanpa masalah tapi tetap saja tidak ada kemajuan menggunakan ini selama bertahun tahun tapi ini semakin buruk sangat buruk,1,2024-01-03 15:59:48,ecomm,"['spinjam', 'tagihan', 'dibayar', 'menyelesaikan', 'transaksi', 'kemajuan', 'bertahun', 'buruk', 'buruk']",tagih bayar selesai transaksi maju tahun buruk buruk,spinjam tagihan dibayar menyelesaikan transaksi kemajuan bertahun buruk buruk,2024-01-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
apa yang salah dengan hari ini sepertinya ada bug selalu mengatakan untuk kembali ke halaman utama karena pemeliharaan dan memulai ulang dari awal merasa tidak aman karena saya memiliki akun tolong perbaikan,4,2022-12-22 23:27:00,ecomm,"['salah', 'bug', 'halaman', 'utama', 'pemeliharaan', 'ulang', 'aman', 'memiliki', 'akun', 'tolong', 'perbaikan']",salah bug halaman utama pelihara ulang aman milik akun  baik,salah bug halaman utama pemeliharaan ulang aman memiliki akun tolong perbaikan,2022-12-01,-1,Outlier
ini kenapa ya kalau di buat pembayaran kok tampilannya jadi rusak sedang mendownload konten saya tidak mau bikin konten cuk saya mau cek out barang setiap diperbarui hari ini besok sudah minta diperbarui lagi pemborosan kuota sangat tidak wort it sekali,1,2025-01-07 6:09:30,ecomm,"['ya', 'pembayaran', 'tampilannya', 'rusak', 'mendownload', 'konten', 'bikin', 'konten', 'cuk', 'cek', 'out', 'barang', 'diperbarui', 'besok', 'diperbarui', 'pemborosan', 'kuota', 'wort', 'it']",bayar tampil rusak mendownload konten bikin konten cuk cek out barang baru besok baru boros kuota wort it,ya pembayaran tampilannya rusak mendownload konten bikin konten cuk cek out barang diperbarui besok diperbarui pemborosan kuota wort it,2025-01-01,-1,Outlier
ini bagaimana sih saya memang pakai ya sudah saya cicil bayarnya malahan tinggal sebulan lagi itu juga cuman 1 ribu lebih kemarin handphone saya jatuh jadinya belum sempat perbaikan handphone eh taunya di teror terus terusan hampir setiap hari di telfonin spam telpon bukannya tidak mau bayar ya saya bayar kok sudah kayak minjem daring jutaan saja saya tidak mau tahu ya mau itu dari spaylater benaran atau penipu berkedok saya terganggu sehari setiap satu jam di telpon saya,2,2025-01-06 9:44:01,ecomm,"['sih', 'pakai', 'ya', 'cicil', 'bayarnya', 'tinggal', 'sebulan', 'cuman', '1', 'ribu', 'kemarin', 'handphone', 'jatuh', 'perbaikan', 'handphone', 'eh', 'taunya', 'teror', 'terusan', 'telfonin', 'spam', 'telpon', 'bayar', 'ya', 'bayar', 'kayak', 'minjem', 'daring', 'jutaan', 'ya', 'spaylater', 'benaran', 'penipu', 'berkedok', 'terganggu', 'sehari', 'jam', 'telpon']",pakai  cicil bayar tinggal bulan  1 ribu  handphone jatuh baik handphone eh tau teror terus telfonin spam telpon bayar  bayar  minjem daring juta  spaylater benar tipu kedok ganggu hari jam telpon,sih pakai ya cicil bayarnya tinggal sebulan cuman 1 ribu kemarin handphone jatuh perbaikan handphone eh taunya teror terusan telfonin spam telpon bayar ya bayar kayak minjem daring jutaan ya spaylater benaran penipu berkedok terganggu sehari jam telpon,2025-01-01,-1,Outlier
saran untuk waktu pembayaran kalau bisa jangan di total agar bayar bisa sendiri di pisah begitu kasih kotak checkout juga untuk pilih barang yang mau di bayar jangan langsung total satu bulan harga dan kasih nota yang bisa di bagikan,4,2025-01-05 5:33:16,ecomm,"['saran', 'pembayaran', 'total', 'bayar', 'pisah', 'kasih', 'kotak', 'checkout', 'pilih', 'barang', 'bayar', 'langsung', 'total', 'harga', 'kasih', 'nota', 'bagikan']",saran bayar total bayar pisah  kotak checkout pilih barang bayar langsung total harga  nota bagi,saran pembayaran total bayar pisah kasih kotak checkout pilih barang bayar langsung total harga kasih nota bagikan,2025-01-01,-1,Outlier
tolong pihak shoopee dicek ulang untuk pembayaran saya harusnya jatuh dibulan februari kenapa bahkan dilimpahkan dibulan desember kalau sistimnya macam ini ya pasti banyak yang gagal bayar galbay tolong di perbaiki kembali sistemnya,1,2024-12-23 14:28:22,ecomm,"['tolong', 'shoopee', 'dicek', 'ulang', 'pembayaran', 'jatuh', 'dibulan', 'februari', 'dilimpahkan', 'dibulan', 'desember', 'sistimnya', 'ya', 'gagal', 'bayar', 'galbay', 'tolong', 'perbaiki', 'sistemnya']",shoopee cek ulang bayar jatuh bulan februari limpah bulan desember sistimnya  gagal bayar galbay  baik sistem,tolong shoopee dicek ulang pembayaran jatuh dibulan februari dilimpahkan dibulan desember sistimnya ya gagal bayar galbay tolong perbaiki sistemnya,2024-12-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
saya ada bayar belum jatuh tempo tanggal 5 sudah kali kena potong 5 ribu padahal saya bayar mau tutup tidak bisa ini saya sudah rugi 1 juta lebih yang lalu tutup akun karena kebanyakan akun tapi teruata masih bisa dipakai dan di buka tanya pelayanan pelanggan tidak dilayani parah juga tipu barusan terpotong lagi ribuan mana pelayanan pelanggan tidak bisa di menghubungi terus kalau bayar akan itu juga sudah terpotong admin dan lain lain juga jadi lebih mahal dari harga sesunguhnya kalau pakai paylater,1,2024-12-23 5:40:20,ecomm,"['bayar', 'jatuh', 'tempo', 'tanggal', '5', 'kali', 'kena', 'potong', '5', 'ribu', 'bayar', 'tutup', 'rugi', '1', 'juta', 'tutup', 'akun', 'kebanyakan', 'akun', 'teruata', 'dipakai', 'buka', 'pelayanan', 'pelanggan', 'dilayani', 'parah', 'tipu', 'barusan', 'terpotong', 'ribuan', 'pelayanan', 'pelanggan', 'menghubungi', 'bayar', 'terpotong', 'admin', 'mahal', 'harga', 'sesunguhnya', 'pakai', 'paylater']",bayar jatuh tempo tanggal 5  kena potong 5 ribu bayar tutup rugi 1 juta tutup akun banyak akun teruata pakai buka layan langgan layan parah tipu barusan potong ribu layan langgan hubung bayar potong admin mahal harga sesunguhnya pakai,bayar jatuh tempo tanggal 5 kali kena potong 5 ribu bayar tutup rugi 1 juta tutup akun kebanyakan akun teruata dipakai buka pelayanan pelanggan dilayani parah tipu barusan terpotong ribuan pelayanan pelanggan menghubungi bayar terpotong admin mahal harga sesunguhnya pakai paylater,2024-12-01,-1,Outlier
paling perkara terlambat bayar langsung di bekukan padahal aku konsisten bayar kena bunga pun saya bayar kecuali tidak bayar samsek tidak apa apa tagihan 1bln kubayar sampai lunas,1,2024-12-28 7:24:03,ecomm,"['perkara', 'terlambat', 'bayar', 'langsung', 'bekukan', 'konsisten', 'bayar', 'kena', 'bunga', 'bayar', 'kecuali', 'bayar', 'samsek', 'tagihan', '1bln', 'kubayar', 'lunas']",perkara lambat bayar langsung bekuk konsisten bayar kena bunga bayar kecuali bayar samsek tagih 1bln bayar lunas,perkara terlambat bayar langsung bekukan konsisten bayar kena bunga bayar kecuali bayar samsek tagihan 1bln kubayar lunas,2024-12-01,-1,Outlier
daring shop ya belanja mudah tidak pakai rumit tersediaberbagai macam keperluan bayarnya juga mudah mulai dari transfer bayar di tempat shopeepay lengkap tinggal pilih berbagai cara pembayaranya ayo di unduh di gogle play stors pastinya ayo di unduh oke jual beli daring ya shopee,5,2024-12-17 5:51:28,ecomm,"['daring', 'shop', 'ya', 'belanja', 'mudah', 'pakai', 'rumit', 'tersediaberbagai', 'keperluan', 'bayarnya', 'mudah', 'transfer', 'bayar', 'shopeepay', 'lengkap', 'tinggal', 'pilih', 'pembayaranya', 'ayo', 'unduh', 'gogle', 'play', 'stors', 'pastinya', 'ayo', 'unduh', 'oke', 'jual', 'beli', 'daring', 'ya', 'shopee']",daring shop  belanja mudah pakai rumit tersediaberbagai perlu bayar mudah transfer bayar  lengkap tinggal pilih pembayaranya  unduh gogle play stors pasti  unduh oke jual beli daring,daring shop ya belanja mudah pakai rumit tersediaberbagai keperluan bayarnya mudah transfer bayar shopeepay lengkap tinggal pilih pembayaranya ayo unduh gogle play stors pastinya ayo unduh oke jual beli daring ya shopee,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
ya bayar pakai bri sejenisnya buka saldo shopepay di indomaret bawa perusahan buat bayar yang punya semua itu mudah yang baru pkai shope rumit sudah basi,3,2024-12-25 19:31:30,ecomm,"['ya', 'bayar', 'pakai', 'bri', 'sejenisnya', 'buka', 'saldo', 'shopepay', 'indomaret', 'bawa', 'perusahan', 'bayar', 'mudah', 'pkai', 'shope', 'rumit', 'basi']",bayar pakai bri jenis buka saldo shopepay  bawa usah bayar mudah pkai  rumit basi,ya bayar pakai bri sejenisnya buka saldo shopepay indomaret bawa perusahan bayar mudah pkai shope rumit basi,2024-12-01,-1,Outlier
kenapa sekrg aneh sih kakak tagihan sudah tidak ada mau beli pulsa pakai tidak bisa tadinya lancar jaya saja bisa tapi beli token listrik atau paket data bisa kenapa beli pulsa tidak mau dia kenapa itu jadi betek,4,2025-01-03 1:31:18,ecomm,"['sekrg', 'aneh', 'sih', 'kakak', 'tagihan', 'beli', 'pulsa', 'pakai', 'lancar', 'jaya', 'beli', 'token', 'listrik', 'paket', 'data', 'beli', 'pulsa', 'betek']",sekrg aneh  kakak tagih beli  pakai lancar jaya beli   paket data beli  betek,sekrg aneh sih kakak tagihan beli pulsa pakai lancar jaya beli token listrik paket data beli pulsa betek,2025-01-01,-1,Outlier
semakin kesini semakin kecewa sama yang 1 ini masa top up dari tanggal 1 sampai sekarang tidak masuk padahal itu untuk bayar dan bunga di terus bertambah merasa sangat dirugikan,1,2024-12-25 22:34:14,ecomm,"['kesini', 'kecewa', '1', 'top', 'up', 'tanggal', '1', 'masuk', 'bayar', 'bunga', 'bertambah', 'dirugikan']",kesini kecewa 1 top up tanggal 1 masuk bayar bunga tambah rugi,kesini kecewa 1 top up tanggal 1 masuk bayar bunga bertambah dirugikan,2024-12-01,-1,Outlier
kecewa ke shopeepay sama paylaternya saya isi saldo ke akun shopeepay saya dari tanggal 1 sampai bahkan tanggal 7 dan tagihan saya di tanggal 5 terus saya bahkan kena denda dari karena terlambat bayar padahal saya isi saldo untuk pembayaran tagihan splater akan aneh sudah saya informasikan ke pelayanan pelanggan yang kerjanya cuman bicara selamat siang dan selamat malam tapi bahkan tidak bisa hapus denda,1,2024-12-26 17:13:24,ecomm,"['kecewa', 'shopeepay', 'paylaternya', 'isi', 'saldo', 'akun', 'shopeepay', 'tanggal', '1', 'tanggal', '7', 'tagihan', 'tanggal', '5', 'kena', 'denda', 'terlambat', 'bayar', 'isi', 'saldo', 'pembayaran', 'tagihan', 'splater', 'aneh', 'informasikan', 'pelayanan', 'pelanggan', 'kerjanya', 'cuman', 'bicara', 'selamat', 'siang', 'selamat', 'malam', 'hapus', 'denda']",kecewa   isi saldo akun  tanggal 1 tanggal 7 tagih tanggal 5 kena denda lambat bayar isi saldo bayar tagih splater aneh informasi layan langgan kerja  bicara selamat siang selamat malam hapus denda,kecewa shopeepay paylaternya isi saldo akun shopeepay tanggal 1 tanggal 7 tagihan tanggal 5 kena denda terlambat bayar isi saldo pembayaran tagihan splater aneh informasikan pelayanan pelanggan kerjanya cuman bicara selamat siang selamat malam hapus denda,2024-12-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
market bagus dan sangat membantu fitur juga bagus sudah cukup sempurna tapi setiap kelebihan pasti ada kekurangan hanya satu di saat menggunakan walau belum jatuh tempo dan terlewat masa bayar sudah di bikin risih dengan panggilan telpon setiap saat entah dari pihak mana,4,2025-01-01 7:22:52,ecomm,"['market', 'bagus', 'membantu', 'fitur', 'bagus', 'sempurna', 'kelebihan', 'kekurangan', 'jatuh', 'tempo', 'terlewat', 'bayar', 'bikin', 'risih', 'panggilan', 'telpon']",market bagus bantu fitur bagus sempurna lebih kurang jatuh tempo lewat bayar bikin risih panggil telpon,market bagus membantu fitur bagus sempurna kelebihan kekurangan jatuh tempo terlewat bayar bikin risih panggilan telpon,2025-01-01,-1,Outlier
shoope sebenarnya sangat bagus banyak kupon dan potongan harga di tambah dapat koin sangat membantu dan meringankan kita dan tolong klau memberikan limit yang pantas ngapa semoga ke depannya lebih baik lagi terima kasih shoope,5,2025-01-05 12:03:58,ecomm,"['shoope', 'bagus', 'kupon', 'potongan', 'harga', 'koin', 'membantu', 'meringankan', 'tolong', 'klau', 'limit', 'ngapa', 'semoga', 'depannya', 'terima', 'kasih', 'shoope']",bagus kupon potong harga koin bantu ringan  klau limit ngapa  depan,shoope bagus kupon potongan harga koin membantu meringankan tolong klau limit ngapa semoga depannya terima kasih shoope,2025-01-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
tolong minimal untuk koin bisa digunakan untuk bayar spaylater sayang sekali koin saya tidak bisa dicairkan tidak bisa pula digunakan untuk bayar cicilan sudah begitu dibatasin hanya untuk 3 bulan lagi,2,2024-12-25 1:22:25,ecomm,"['tolong', 'minimal', 'koin', 'bayar', 'spaylater', 'sayang', 'koin', 'dicairkan', 'bayar', 'cicilan', 'dibatasin', '3']",minimal koin bayar spaylater sayang koin cair bayar cicil dibatasin 3,tolong minimal koin bayar spaylater sayang koin dicairkan bayar cicilan dibatasin 3,2024-12-01,5,5_cicil bayar_bayar cicil_cicil biaya_cicil lunas
suka banget sama ini menjualm berbagai barang dari hargaa tinggi sampai hargaa murah ada semua ada nyaa juga memudahkaann orang yang mau belanja sekarang tapi bisa bayar bulan depan banyakk voucherr potongan hargaa gratiss ongkirr best banget sudah pkoknyaa,5,2024-12-28 7:26:55,ecomm,"['suka', 'banget', 'menjualm', 'barang', 'hargaa', 'hargaa', 'murah', 'nyaa', 'memudahkaann', 'orang', 'belanja', 'bayar', 'banyakk', 'voucherr', 'potongan', 'hargaa', 'gratiss', 'ongkirr', 'best', 'banget', 'pkoknyaa']",suka  menjualm barang hargaa hargaa murah nyaa memudahkaann orang belanja bayar banyakk voucherr potong hargaa gratiss ongkirr best  pkoknyaa,suka banget menjualm barang hargaa hargaa murah nyaa memudahkaann orang belanja bayar banyakk voucherr potongan hargaa gratiss ongkirr best banget pkoknyaa,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
kecewa sama karena limit sudah 1 5 pinjam 8 73 cuma karena terlambat bayar sekali itu pun cuma terlambat hari langsung di bekukan keduanya semenjak itu jadi malas menggunakan lagi yang dulunya sering belanja di sini karena di bekukan jadi tidak bisa belanja di lagi sudah kita pindah ke aplikasi lain yang lebih bisa membantu bisnis umkm kecil,1,2024-12-31 12:26:06,ecomm,"['kecewa', 'limit', '1', '5', 'pinjam', '8', '73', 'terlambat', 'bayar', 'terlambat', 'langsung', 'bekukan', 'semenjak', 'malas', 'dulunya', 'belanja', 'bekukan', 'belanja', 'pindah', 'aplikasi', 'membantu', 'bisnis', 'umkm']",kecewa limit 1 5 pinjam 8 73 lambat bayar lambat langsung bekuk semenjak malas dulunya belanja bekuk belanja pindah  bantu bisnis umkm,kecewa limit 1 5 pinjam 8 73 terlambat bayar terlambat langsung bekukan semenjak malas dulunya belanja bekukan belanja pindah aplikasi membantu bisnis umkm,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
bagaimana sih cara mengaktifkan yang di bekukan padahal tagihan sudah dibayar tetapi tetap tidak bisa aktif dan di akun lain shopepay yang bermasalah tidak bisa di pakai transaksi padahal sudah di top up untuk beli barang bahkan nyangkut,3,2024-12-29 12:30:20,ecomm,"['sih', 'mengaktifkan', 'bekukan', 'tagihan', 'dibayar', 'aktif', 'akun', 'shopepay', 'bermasalah', 'pakai', 'transaksi', 'top', 'up', 'beli', 'barang', 'nyangkut']",aktif bekuk tagih bayar aktif akun shopepay masalah pakai transaksi top up beli barang nyangkut,sih mengaktifkan bekukan tagihan dibayar aktif akun shopepay bermasalah pakai transaksi top up beli barang nyangkut,2024-12-01,-1,Outlier
saya sudah membeli token listrik pakai tapi kode pembelian belum saya dapatkan dan halaman tidak di temukan sedangkan saya sudah terpakai bagaimana cara saya mendapatkan kode pengisian rugi saya harus membayar tanpa mendapatkan kode pengisian nya,1,2025-01-01 5:38:43,ecomm,"['membeli', 'token', 'listrik', 'pakai', 'kode', 'pembelian', 'dapatkan', 'halaman', 'temukan', 'terpakai', 'kode', 'pengisian', 'rugi', 'membayar', 'kode', 'pengisian', 'nya']",beli   pakai kode beli dapat halaman temu pakai kode isi rugi bayar kode isi,membeli token listrik pakai kode pembelian dapatkan halaman temukan terpakai kode pengisian rugi membayar kode pengisian nya,2025-01-01,-1,Outlier
saya sangat suka dengan namun untuk fitur lainnya seperti tidak bisa di pakai dengan alasan bahwa saya belum memenuhi kriteria namun di lain bahkan di kasih pinjaman lebih dari perkiraan jadi mau pindah ke daring shop tokopedia lebih mendominasi dari semua aspek,1,2024-12-23 6:15:10,ecomm,"['suka', 'fitur', 'pakai', 'alasan', 'memenuhi', 'kriteria', 'kasih', 'pinjaman', 'perkiraan', 'pindah', 'daring', 'shop', 'tokopedia', 'mendominasi', 'aspek']",suka fitur pakai alas penuh kriteria  pinjam kira pindah daring shop  dominasi aspek,suka fitur pakai alasan memenuhi kriteria kasih pinjaman perkiraan pindah daring shop tokopedia mendominasi aspek,2024-12-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
halo admin aplikasi cukup bagus tapi minta tolong sedia akan fitur tanggal ganti soal saya pasti terlambat terus bayar karena tanggal jatuh tempo tanggal 1 perseroan terbatas atau kerjaan mana yang gajian tanggal 1 akan kalau ada fitur ganti tanggal sekali saja ini fitur lumayan membantu minta tolong lah satu lagi di tempat saya jasa spx suka mereka saja kalau barang bayar di tempat mau di antar kerumah tetapi klau barang tunai kita yang harus mengambil paket ini bagaimana jasa kecewa,1,2024-12-26 13:18:32,ecomm,"['halo', 'admin', 'aplikasi', 'bagus', 'tolong', 'sedia', 'fitur', 'tanggal', 'ganti', 'terlambat', 'bayar', 'tanggal', 'jatuh', 'tempo', 'tanggal', '1', 'perseroan', 'terbatas', 'kerjaan', 'gajian', 'tanggal', '1', 'fitur', 'ganti', 'tanggal', 'fitur', 'lumayan', 'membantu', 'tolong', 'jasa', 'spx', 'suka', 'barang', 'bayar', 'kerumah', 'klau', 'barang', 'tunai', 'mengambil', 'paket', 'jasa', 'kecewa']",halo admin  bagus  sedia fitur tanggal ganti lambat bayar tanggal jatuh tempo tanggal 1 sero batas kerja gaji tanggal 1 fitur ganti tanggal fitur lumayan bantu  jasa spx suka barang bayar rumah klau barang tunai ambil paket jasa kecewa,halo admin aplikasi bagus tolong sedia fitur tanggal ganti terlambat bayar tanggal jatuh tempo tanggal 1 perseroan terbatas kerjaan gajian tanggal 1 fitur ganti tanggal fitur lumayan membantu tolong jasa spx suka barang bayar kerumah klau barang tunai mengambil paket jasa kecewa,2024-12-01,-1,Outlier
tidak guna hapus saja unistal sering belanja di daftarin tidak bisa kayak lazada dong gampang daftar ini susah banget belanja jutaan juga saudara tidak bisa daftar tidak guna,5,2024-12-20 1:19:24,ecomm,"['hapus', 'unistal', 'belanja', 'daftarin', 'kayak', 'lazada', 'gampang', 'daftar', 'susah', 'banget', 'belanja', 'jutaan', 'saudara', 'daftar']",hapus unistal belanja daftarin  lazada gampang daftar susah  belanja juta saudara daftar,hapus unistal belanja daftarin kayak lazada gampang daftar susah banget belanja jutaan saudara daftar,2024-12-01,-1,Outlier
aku menyesal tidak galbay akun aku tidak bisa dipulihkan katanya ada aktivitas yang mencurigakan pdhal cuma beli barang seharga 4 juta an pakai tidak bisa dihapus akun tidak bisa di pakai belanja apapun transaksi apapun benar tidak bisa di apain pdhal tiap bulan tagihan aku bayar sampai lunas tidak pernah terlambat seharipun tempo tanggal 5 tanggal 1 sudah saya bayar biar akun bisa dipulihkan lagi ternyata sudah permanen tidak bisa dipulihkan datapun tidak bisa dihapus tahu begitu tidak bakal aku lunasi ktp jadi nyangkut,1,2025-01-01 23:28:46,ecomm,"['menyesal', 'galbay', 'akun', 'dipulihkan', 'aktivitas', 'mencurigakan', 'pdhal', 'beli', 'barang', 'seharga', '4', 'juta', 'an', 'pakai', 'dihapus', 'akun', 'pakai', 'belanja', 'apapun', 'transaksi', 'apapun', 'apain', 'pdhal', 'tagihan', 'bayar', 'lunas', 'terlambat', 'seharipun', 'tempo', 'tanggal', '5', 'tanggal', '1', 'bayar', 'biar', 'akun', 'dipulihkan', 'permanen', 'dipulihkan', 'datapun', 'dihapus', 'lunasi', 'ktp', 'nyangkut']",sesal galbay akun pulih aktivitas curiga pdhal beli barang harga 4 juta an pakai hapus akun pakai belanja apa transaksi apa apain pdhal tagih bayar lunas lambat hari tempo tanggal 5 tanggal 1 bayar biar akun pulih permanen pulih data hapus lunas ktp nyangkut,menyesal galbay akun dipulihkan aktivitas mencurigakan pdhal beli barang seharga 4 juta an pakai dihapus akun pakai belanja apapun transaksi apapun apain pdhal tagihan bayar lunas terlambat seharipun tempo tanggal 5 tanggal 1 bayar biar akun dipulihkan permanen dipulihkan datapun dihapus lunasi ktp nyangkut,2025-01-01,-1,Outlier
